id,crime_date,area,crime_type,latitude,longitude,risk_level,source,status,description,created_at
23711,2024-11-02,Gulshan-e-Ravi,Robbery,31.550536,74.321363,Medium,public,unverified,,"2025-08-10 20:48:14"
23712,2024-04-19,"DHA Phase 3","Vehicle Theft",31.470827,74.390168,Medium,public,unverified,,"2025-08-10 20:48:14"
23713,2024-04-10,"Muslim Town","Street Crime",31.520426,74.308776,Medium,predicted,unverified,,"2025-08-10 20:48:14"
23714,2024-04-27,"DHA Phase 3","Street Crime",31.471781,74.388298,Medium,public,unverified,,"2025-08-10 20:48:15"
23715,2024-02-22,"DHA Phase 2","Street Crime",31.473541,74.383798,Medium,public,unverified,,"2025-08-10 20:48:15"
23716,2024-07-10,"Johar Town",Burglary,31.454794,74.301252,Medium,predicted,verified,,"2025-08-10 20:48:15"
23717,2024-09-28,Gulberg,Burglary,31.520478,74.338746,Medium,public,verified,,"2025-08-10 20:48:15"
23718,2024-09-04,"DHA Phase 6",Robbery,31.455750,74.405398,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23719,2024-09-02,"Ferozepur Road","Violent Crime",31.505225,74.308846,Medium,public,unverified,,"2025-08-10 20:48:15"
23720,2024-05-17,"DHA Phase 7",Burglary,31.449936,74.409304,Medium,predicted,verified,,"2025-08-10 20:48:15"
23721,2024-05-08,"Iqbal Town",Burglary,31.504092,74.334788,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23722,2024-06-08,"DHA Phase 8","Vehicle Theft",31.443674,74.413291,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23723,2024-04-02,Gulshan-e-Ravi,Burglary,31.550325,74.320474,Medium,public,unverified,,"2025-08-10 20:48:15"
23724,2024-08-03,"Liberty Market","Street Crime",31.515324,74.328612,Medium,public,verified,,"2025-08-10 20:48:15"
23725,2024-03-18,Shadman,"Vehicle Theft",31.528007,74.318426,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23726,2024-03-25,"DHA Phase 2","Vehicle Theft",31.473419,74.384082,Medium,public,verified,,"2025-08-10 20:48:15"
23727,2024-09-08,"Wapda Town",Robbery,31.471322,74.288235,Medium,public,unverified,,"2025-08-10 20:48:15"
23728,2024-12-27,"Model Town",Robbery,31.484587,74.315571,Medium,public,unverified,,"2025-08-10 20:48:15"
23729,2024-01-22,Township,"Street Crime",31.491389,74.268711,Medium,public,unverified,,"2025-08-10 20:48:15"
23730,2024-06-24,"Iqbal Town","Vehicle Theft",31.503701,74.335442,Medium,public,unverified,,"2025-08-10 20:48:15"
23731,2024-03-02,Cantt,"Street Crime",31.538523,74.331814,Medium,public,verified,,"2025-08-10 20:48:15"
23732,2024-01-16,"DHA Phase 6","Street Crime",31.456821,74.405482,Medium,public,verified,,"2025-08-10 20:48:15"
23733,2024-08-01,Shadman,"Street Crime",31.531620,74.321090,Medium,public,verified,,"2025-08-10 20:48:15"
23734,2024-11-07,Cantt,Robbery,31.541293,74.331398,Medium,public,unverified,,"2025-08-10 20:48:15"
23735,2024-10-03,Township,"Violent Crime",31.491379,74.268218,Medium,public,verified,,"2025-08-10 20:48:15"
23736,2024-05-27,"DHA Phase 6",Burglary,31.455314,74.404286,Medium,predicted,verified,,"2025-08-10 20:48:15"
23737,2024-07-03,"Johar Town",Robbery,31.456511,74.299623,Medium,public,verified,,"2025-08-10 20:48:15"
23738,2024-07-16,Gulberg,Burglary,31.520348,74.338596,Medium,public,unverified,,"2025-08-10 20:48:15"
23739,2024-09-06,"Wapda Town","Street Crime",31.468558,74.291044,Medium,public,verified,,"2025-08-10 20:48:15"
23740,2024-11-24,"DHA Phase 7",Robbery,31.449094,74.408981,Medium,public,unverified,,"2025-08-10 20:48:15"
23741,2024-10-19,"DHA Phase 6","Street Crime",31.454306,74.404841,Medium,public,unverified,,"2025-08-10 20:48:15"
23742,2024-02-17,Sabzazar,"Violent Crime",31.479707,74.280666,Medium,public,unverified,,"2025-08-10 20:48:15"
23743,2024-01-19,"Allama Iqbal Town","Street Crime",31.508369,74.339386,Medium,public,unverified,,"2025-08-10 20:48:15"
23744,2024-10-14,Shahdara,Burglary,31.578875,74.368709,Medium,public,unverified,,"2025-08-10 20:48:15"
23745,2024-08-22,"DHA Phase 4","Violent Crime",31.463456,74.395605,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23746,2024-05-03,"Wapda Town","Vehicle Theft",31.468688,74.290494,Medium,public,unverified,,"2025-08-10 20:48:15"
23747,2024-08-22,"Ferozepur Road",Burglary,31.503249,74.309632,Medium,public,verified,,"2025-08-10 20:48:15"
23748,2024-08-03,"Ferozepur Road","Vehicle Theft",31.503892,74.310753,Medium,public,unverified,,"2025-08-10 20:48:15"
23749,2024-03-04,Township,Burglary,31.490157,74.270451,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23750,2024-08-13,"DHA Phase 1","Street Crime",31.478301,74.379604,Medium,public,unverified,,"2025-08-10 20:48:15"
23751,2024-02-15,"DHA Phase 5","Street Crime",31.461420,74.399877,Medium,public,unverified,,"2025-08-10 20:48:15"
23752,2024-07-22,"Bahria Orchard","Violent Crime",31.409305,74.198497,Medium,public,verified,,"2025-08-10 20:48:15"
23753,2024-12-12,"DHA Phase 6",Robbery,31.453291,74.404369,Medium,public,unverified,,"2025-08-10 20:48:15"
23754,2024-11-13,"Muslim Town","Street Crime",31.521793,74.309990,Medium,predicted,verified,,"2025-08-10 20:48:15"
23755,2024-02-01,"DHA Phase 3","Vehicle Theft",31.471372,74.391561,Medium,public,unverified,,"2025-08-10 20:48:15"
23756,2024-08-27,Township,Robbery,31.490880,74.268250,Medium,public,unverified,,"2025-08-10 20:48:15"
23757,2024-07-28,"Wapda Town",Robbery,31.469753,74.291968,Medium,public,verified,,"2025-08-10 20:48:15"
23758,2024-11-10,"Allama Iqbal Town","Street Crime",31.509120,74.338301,Medium,public,unverified,,"2025-08-10 20:48:15"
23759,2024-11-18,"Model Town",Robbery,31.482539,74.317407,Medium,public,verified,,"2025-08-10 20:48:15"
23760,2024-08-26,"Garden Town",Robbery,31.490627,74.289979,Medium,public,verified,,"2025-08-10 20:48:15"
23761,2024-02-12,"Wapda Town","Street Crime",31.469871,74.288831,Medium,predicted,verified,,"2025-08-10 20:48:15"
23762,2024-03-24,Gulshan-e-Ravi,Robbery,31.551702,74.318031,Medium,public,verified,,"2025-08-10 20:48:15"
23763,2024-03-13,"Johar Town","Street Crime",31.455580,74.299850,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23764,2024-11-09,"Bahria Town Lahore","Vehicle Theft",31.399327,74.189781,Medium,public,unverified,,"2025-08-10 20:48:15"
23765,2024-11-01,Sabzazar,"Street Crime",31.478528,74.280745,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23766,2024-07-04,"DHA Phase 8",Burglary,31.446513,74.413286,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23767,2024-08-21,"Allama Iqbal Town",Burglary,31.509915,74.338497,Medium,public,verified,,"2025-08-10 20:48:15"
23768,2024-07-17,"Allama Iqbal Town","Street Crime",31.509118,74.341223,Medium,public,verified,,"2025-08-10 20:48:15"
23769,2024-05-08,"DHA Phase 7",Robbery,31.448810,74.409497,Medium,public,verified,,"2025-08-10 20:48:15"
23770,2024-01-17,"DHA Phase 8","Street Crime",31.445457,74.416585,Medium,public,unverified,,"2025-08-10 20:48:15"
23771,2024-05-26,"DHA Phase 7","Street Crime",31.449083,74.411316,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23772,2024-08-02,Sabzazar,Robbery,31.478673,74.281181,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23773,2024-10-21,"DHA Phase 8",Robbery,31.445674,74.413362,Medium,public,unverified,,"2025-08-10 20:48:15"
23774,2024-06-23,"Bahria Town Lahore","Street Crime",31.399222,74.186611,Medium,public,unverified,,"2025-08-10 20:48:15"
23775,2024-04-02,"Iqbal Town",Burglary,31.505488,74.335323,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23776,2024-07-21,"Green Town","Street Crime",31.466369,74.300506,Medium,public,verified,,"2025-08-10 20:48:15"
23777,2024-11-22,"DHA Phase 2","Vehicle Theft",31.475147,74.384941,Medium,public,unverified,,"2025-08-10 20:48:15"
23778,2024-11-21,Township,Burglary,31.488073,74.269312,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23779,2024-11-11,"Green Town","Street Crime",31.463030,74.300586,Medium,public,unverified,,"2025-08-10 20:48:15"
23780,2024-06-03,"Allama Iqbal Town",Robbery,31.510984,74.340288,Medium,predicted,verified,,"2025-08-10 20:48:15"
23781,2024-09-25,"DHA Phase 5",Robbery,31.461862,74.401104,Medium,public,verified,,"2025-08-10 20:48:15"
23782,2024-01-01,"Bahria Town Lahore","Vehicle Theft",31.397593,74.186573,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23783,2024-10-06,"Model Town","Violent Crime",31.483531,74.316199,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23784,2024-06-14,"Allama Iqbal Town","Vehicle Theft",31.509644,74.340325,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23785,2024-10-21,"DHA Phase 3","Violent Crime",31.468314,74.390749,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23786,2024-08-18,Gulshan-e-Ravi,Robbery,31.549573,74.320445,Medium,public,unverified,,"2025-08-10 20:48:15"
23787,2024-08-22,Gulberg,Burglary,31.518851,74.339871,Medium,predicted,verified,,"2025-08-10 20:48:15"
23788,2024-06-14,"DHA Phase 3",Robbery,31.470101,74.388001,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23789,2024-04-05,Gulberg,"Vehicle Theft",31.521531,74.338628,Medium,public,unverified,,"2025-08-10 20:48:15"
23790,2024-02-05,"DHA Phase 7",Burglary,31.448163,74.408889,Medium,public,unverified,,"2025-08-10 20:48:15"
23791,2024-05-10,"Ferozepur Road",Burglary,31.503927,74.308240,Medium,public,verified,,"2025-08-10 20:48:15"
23792,2024-08-09,Township,"Street Crime",31.488827,74.271671,Medium,predicted,verified,,"2025-08-10 20:48:15"
23793,2024-12-22,"DHA Phase 3","Violent Crime",31.471607,74.389616,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23794,2024-03-16,"Green Town",Robbery,31.466352,74.300344,Medium,public,verified,,"2025-08-10 20:48:15"
23795,2024-06-27,"Johar Town",Robbery,31.455237,74.297812,Medium,public,unverified,,"2025-08-10 20:48:15"
23796,2024-08-17,"DHA Phase 8",Robbery,31.446643,74.416154,Medium,public,unverified,,"2025-08-10 20:48:15"
23797,2024-09-09,"DHA Phase 4",Robbery,31.464731,74.393520,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23798,2024-07-17,"Garden Town",Robbery,31.489731,74.290354,Medium,public,verified,,"2025-08-10 20:48:15"
23799,2024-02-14,"Muslim Town","Street Crime",31.518421,74.308731,Medium,predicted,verified,,"2025-08-10 20:48:15"
23800,2024-08-04,"DHA Phase 4","Vehicle Theft",31.466649,74.396465,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23801,2024-01-12,"DHA Phase 6","Street Crime",31.455084,74.405139,Medium,public,verified,,"2025-08-10 20:48:15"
23802,2024-07-03,"Liberty Market","Street Crime",31.513722,74.325863,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23803,2024-07-26,"DHA Phase 3","Street Crime",31.471596,74.389457,Medium,public,unverified,,"2025-08-10 20:48:15"
23804,2024-09-15,"Bahria Orchard","Vehicle Theft",31.408840,74.200404,Medium,public,unverified,,"2025-08-10 20:48:15"
23805,2024-11-05,Raiwind,"Vehicle Theft",31.251861,74.220828,Medium,public,unverified,,"2025-08-10 20:48:15"
23806,2024-12-13,"Ferozepur Road","Street Crime",31.503377,74.308119,Medium,public,unverified,,"2025-08-10 20:48:15"
23807,2024-10-28,"Wapda Town",Robbery,31.471646,74.291867,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23808,2024-05-01,Gulberg,Robbery,31.519561,74.342029,Medium,predicted,verified,,"2025-08-10 20:48:15"
23809,2024-07-20,"DHA Phase 5",Robbery,31.458040,74.399588,Medium,public,unverified,,"2025-08-10 20:48:15"
23810,2024-02-22,"Bahria Town Lahore",Robbery,31.398908,74.188898,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23811,2024-05-05,"Garden Town",Burglary,31.489763,74.290097,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23812,2024-02-18,Township,Burglary,31.489519,74.270440,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23813,2024-07-11,Raiwind,"Violent Crime",31.250034,74.219968,Medium,public,unverified,,"2025-08-10 20:48:15"
23814,2024-09-04,"Iqbal Town",Burglary,31.506609,74.335152,Medium,predicted,verified,,"2025-08-10 20:48:15"
23815,2024-05-07,"Model Town","Violent Crime",31.482945,74.316599,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23816,2024-01-19,Township,"Street Crime",31.490826,74.268936,Medium,predicted,verified,,"2025-08-10 20:48:15"
23817,2024-10-24,Sabzazar,Burglary,31.481559,74.279808,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23818,2024-06-25,Shadman,"Vehicle Theft",31.531916,74.320754,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23819,2024-11-03,"Model Town",Burglary,31.482230,74.314483,Medium,public,unverified,,"2025-08-10 20:48:15"
23820,2024-06-26,Shadman,Burglary,31.528189,74.319184,Medium,public,verified,,"2025-08-10 20:48:15"
23821,2024-07-17,"Ferozepur Road",Robbery,31.503025,74.311590,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23822,2024-05-26,"Model Town","Vehicle Theft",31.484330,74.316911,Medium,public,unverified,,"2025-08-10 20:48:15"
23823,2024-10-28,Sabzazar,Burglary,31.478361,74.279892,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23824,2024-09-28,"Garden Town",Burglary,31.491432,74.290399,Medium,public,unverified,,"2025-08-10 20:48:15"
23825,2024-11-25,"Liberty Market","Vehicle Theft",31.514791,74.325787,Medium,public,unverified,,"2025-08-10 20:48:15"
23826,2024-04-13,"Wapda Town",Robbery,31.471652,74.290755,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23827,2024-01-10,"DHA Phase 8","Violent Crime",31.443025,74.416644,Medium,public,verified,,"2025-08-10 20:48:15"
23828,2024-05-24,"Green Town",Burglary,31.466356,74.299789,Medium,predicted,verified,,"2025-08-10 20:48:15"
23829,2024-06-14,Shahdara,"Street Crime",31.578327,74.368096,Medium,predicted,unverified,,"2025-08-10 20:48:15"
23830,2024-11-25,"DHA Phase 8",Burglary,31.445332,74.414664,Medium,public,verified,,"2025-08-10 20:48:15"
23831,2024-04-07,Shadman,"Street Crime",31.530347,74.321069,Medium,public,unverified,,"2025-08-10 20:48:15"
23832,2024-03-13,Gulshan-e-Ravi,Burglary,31.550363,74.321211,Medium,public,unverified,,"2025-08-10 20:48:15"
23833,2024-06-12,"Allama Iqbal Town",Burglary,31.508187,74.340493,Medium,public,verified,,"2025-08-10 20:48:16"
23834,2024-05-14,"Ferozepur Road","Street Crime",31.506843,74.308033,Medium,predicted,verified,,"2025-08-10 20:48:16"
23835,2024-10-13,Gulberg,"Violent Crime",31.520029,74.339898,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23836,2024-08-14,Gulshan-e-Ravi,Burglary,31.549700,74.320043,Medium,public,unverified,,"2025-08-10 20:48:16"
23837,2024-08-11,"DHA Phase 5","Violent Crime",31.459367,74.401302,Medium,public,unverified,,"2025-08-10 20:48:16"
23838,2024-11-27,"DHA Phase 5",Burglary,31.460596,74.401249,Medium,public,unverified,,"2025-08-10 20:48:16"
23839,2024-11-28,"Garden Town","Vehicle Theft",31.488479,74.290247,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23840,2024-01-24,"DHA Phase 7",Robbery,31.451382,74.409537,Medium,public,verified,,"2025-08-10 20:48:16"
23841,2024-09-18,"DHA Phase 5","Street Crime",31.461081,74.399522,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23842,2024-12-01,Sabzazar,Robbery,31.481938,74.278061,Medium,public,verified,,"2025-08-10 20:48:16"
23843,2024-04-27,Township,"Street Crime",31.489301,74.268766,Medium,public,unverified,,"2025-08-10 20:48:16"
23844,2024-08-04,"Model Town","Violent Crime",31.483304,74.316314,Medium,public,unverified,,"2025-08-10 20:48:16"
23845,2024-10-23,"Iqbal Town",Robbery,31.506928,74.334333,Medium,predicted,verified,,"2025-08-10 20:48:16"
23846,2024-11-06,"Iqbal Town",Robbery,31.506830,74.335259,Medium,public,verified,,"2025-08-10 20:48:16"
23847,2024-09-07,"Liberty Market",Robbery,31.516356,74.326497,Medium,public,unverified,,"2025-08-10 20:48:16"
23848,2024-07-07,"DHA Phase 2","Vehicle Theft",31.476338,74.384469,Medium,predicted,verified,,"2025-08-10 20:48:16"
23849,2024-06-12,"Allama Iqbal Town","Street Crime",31.508080,74.341039,Medium,public,unverified,,"2025-08-10 20:48:16"
23850,2024-06-04,"Bahria Orchard","Vehicle Theft",31.409664,74.200040,Medium,public,verified,,"2025-08-10 20:48:16"
23851,2024-08-14,Gulshan-e-Ravi,Burglary,31.548016,74.321552,Medium,public,unverified,,"2025-08-10 20:48:16"
23852,2024-07-06,"Ferozepur Road","Street Crime",31.506047,74.311393,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23853,2024-11-17,"Iqbal Town","Violent Crime",31.504778,74.335046,Medium,predicted,verified,,"2025-08-10 20:48:16"
23854,2024-01-11,"DHA Phase 6",Burglary,31.456811,74.403651,Medium,public,verified,,"2025-08-10 20:48:16"
23855,2024-10-23,"Johar Town","Street Crime",31.457374,74.298613,Medium,public,verified,,"2025-08-10 20:48:16"
23856,2024-02-17,Shadman,"Vehicle Theft",31.529598,74.321558,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23857,2024-09-05,Cantt,"Vehicle Theft",31.540583,74.328796,Medium,predicted,verified,,"2025-08-10 20:48:16"
23858,2024-07-22,"Johar Town","Vehicle Theft",31.457503,74.299329,Medium,public,unverified,,"2025-08-10 20:48:16"
23859,2024-07-17,"Liberty Market","Street Crime",31.515349,74.326352,Medium,public,unverified,,"2025-08-10 20:48:16"
23860,2024-08-23,Gulberg,"Violent Crime",31.521659,74.339803,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23861,2024-02-21,"DHA Phase 6","Vehicle Theft",31.454815,74.403929,Medium,public,unverified,,"2025-08-10 20:48:16"
23862,2024-06-12,"DHA Phase 3","Vehicle Theft",31.468614,74.388102,Medium,public,unverified,,"2025-08-10 20:48:16"
23863,2024-12-20,"Liberty Market",Robbery,31.513743,74.327780,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23864,2024-09-22,Shadman,"Street Crime",31.530745,74.318176,Medium,public,unverified,,"2025-08-10 20:48:16"
23865,2024-11-01,"Bahria Town Lahore",Robbery,31.398866,74.188489,Medium,public,unverified,,"2025-08-10 20:48:16"
23866,2024-08-21,Cantt,"Street Crime",31.540976,74.332131,Medium,public,unverified,,"2025-08-10 20:48:16"
23867,2024-07-20,"Model Town","Vehicle Theft",31.482142,74.314956,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23868,2024-04-09,"Allama Iqbal Town","Violent Crime",31.509518,74.339613,Medium,public,verified,,"2025-08-10 20:48:16"
23869,2024-07-17,"Bahria Orchard","Street Crime",31.410251,74.199421,Medium,public,verified,,"2025-08-10 20:48:16"
23870,2024-07-22,"Bahria Town Lahore","Violent Crime",31.400162,74.186458,Medium,public,unverified,,"2025-08-10 20:48:16"
23871,2024-06-11,Cantt,"Street Crime",31.541469,74.332376,Medium,public,unverified,,"2025-08-10 20:48:16"
23872,2024-09-05,Cantt,"Vehicle Theft",31.541694,74.328773,Medium,public,verified,,"2025-08-10 20:48:16"
23873,2024-12-11,"Green Town","Violent Crime",31.465111,74.300632,Medium,public,verified,,"2025-08-10 20:48:16"
23874,2024-05-21,Cantt,"Violent Crime",31.539863,74.328520,Medium,public,verified,,"2025-08-10 20:48:16"
23875,2024-03-25,"Ferozepur Road","Vehicle Theft",31.505021,74.310803,Medium,public,unverified,,"2025-08-10 20:48:16"
23876,2024-12-02,"Bahria Town Lahore",Burglary,31.397968,74.189579,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23877,2024-09-05,"DHA Phase 6","Street Crime",31.453163,74.406558,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23878,2024-02-26,Township,Burglary,31.490158,74.271439,Medium,public,unverified,,"2025-08-10 20:48:16"
23879,2024-03-11,"Wapda Town","Street Crime",31.469473,74.288491,Medium,public,unverified,,"2025-08-10 20:48:16"
23880,2024-10-10,Shahdara,"Vehicle Theft",31.579816,74.368950,Medium,public,verified,,"2025-08-10 20:48:16"
23881,2024-01-25,"Bahria Town Lahore",Robbery,31.399034,74.186718,Medium,public,unverified,,"2025-08-10 20:48:16"
23882,2024-02-22,Shadman,Burglary,31.531757,74.320863,Medium,public,unverified,,"2025-08-10 20:48:16"
23883,2024-10-20,Township,"Street Crime",31.488242,74.271240,Medium,public,unverified,,"2025-08-10 20:48:16"
23884,2024-09-07,Sabzazar,"Street Crime",31.481873,74.280407,Medium,predicted,verified,,"2025-08-10 20:48:16"
23885,2024-09-21,Township,Robbery,31.488667,74.270916,Medium,public,verified,,"2025-08-10 20:48:16"
23886,2024-08-02,"Iqbal Town",Burglary,31.505388,74.335292,Medium,public,unverified,,"2025-08-10 20:48:16"
23887,2024-05-02,"Green Town",Robbery,31.464093,74.301047,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23888,2024-03-27,"Johar Town",Burglary,31.457604,74.301060,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23889,2024-04-07,"Green Town","Street Crime",31.466846,74.300426,Medium,predicted,verified,,"2025-08-10 20:48:16"
23890,2024-09-12,"Johar Town",Burglary,31.455443,74.297553,Medium,public,unverified,,"2025-08-10 20:48:16"
23891,2024-02-14,"Wapda Town",Robbery,31.471109,74.291287,Medium,predicted,verified,,"2025-08-10 20:48:16"
23892,2024-07-19,"Iqbal Town","Vehicle Theft",31.504146,74.335935,Medium,public,unverified,,"2025-08-10 20:48:16"
23893,2024-10-21,"Allama Iqbal Town","Street Crime",31.509925,74.339479,Medium,public,unverified,,"2025-08-10 20:48:16"
23894,2024-03-23,"DHA Phase 8",Burglary,31.443507,74.414587,Medium,public,verified,,"2025-08-10 20:48:16"
23895,2024-09-27,"Green Town",Burglary,31.463829,74.300778,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23896,2024-03-10,Shadman,"Street Crime",31.529800,74.319814,Medium,public,unverified,,"2025-08-10 20:48:16"
23897,2024-06-13,"DHA Phase 7","Street Crime",31.448765,74.411440,Medium,public,verified,,"2025-08-10 20:48:16"
23898,2024-11-12,"Johar Town","Street Crime",31.458140,74.299121,Medium,public,unverified,,"2025-08-10 20:48:16"
23899,2024-11-22,"Ferozepur Road","Street Crime",31.504557,74.308245,Medium,public,verified,,"2025-08-10 20:48:16"
23900,2024-06-11,"DHA Phase 8",Burglary,31.443796,74.415367,Medium,public,unverified,,"2025-08-10 20:48:16"
23901,2024-10-10,"Iqbal Town","Street Crime",31.504686,74.334064,Medium,public,unverified,,"2025-08-10 20:48:16"
23902,2024-09-12,Shadman,Robbery,31.529604,74.321204,Medium,public,unverified,,"2025-08-10 20:48:16"
23903,2024-07-06,"Green Town",Burglary,31.464570,74.298384,Medium,public,verified,,"2025-08-10 20:48:16"
23904,2024-06-21,"DHA Phase 1","Vehicle Theft",31.478716,74.381278,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23905,2024-06-15,"Model Town","Street Crime",31.484236,74.314445,Medium,public,unverified,,"2025-08-10 20:48:16"
23906,2024-06-20,"Allama Iqbal Town",Robbery,31.508668,74.340238,Medium,predicted,verified,,"2025-08-10 20:48:16"
23907,2024-07-04,"DHA Phase 4","Street Crime",31.463513,74.394639,Medium,public,unverified,,"2025-08-10 20:48:16"
23908,2024-12-15,"Iqbal Town","Street Crime",31.503196,74.335789,Medium,predicted,verified,,"2025-08-10 20:48:16"
23909,2024-02-24,"DHA Phase 8","Vehicle Theft",31.444642,74.416308,Medium,public,unverified,,"2025-08-10 20:48:16"
23910,2024-09-24,"Bahria Orchard","Vehicle Theft",31.410598,74.199920,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23911,2024-10-18,"DHA Phase 2",Robbery,31.475448,74.383930,Medium,public,unverified,,"2025-08-10 20:48:16"
23912,2024-03-04,Shadman,"Street Crime",31.528045,74.321967,Medium,public,unverified,,"2025-08-10 20:48:16"
23913,2024-08-09,"Model Town",Robbery,31.485144,74.316506,Medium,public,unverified,,"2025-08-10 20:48:16"
23914,2024-10-12,"DHA Phase 5","Street Crime",31.461774,74.401069,Medium,public,unverified,,"2025-08-10 20:48:16"
23915,2024-09-16,"Bahria Town Lahore",Robbery,31.398523,74.188784,Medium,public,verified,,"2025-08-10 20:48:16"
23916,2024-04-22,"DHA Phase 7","Street Crime",31.449389,74.408061,Medium,public,verified,,"2025-08-10 20:48:16"
23917,2024-01-19,"Allama Iqbal Town","Violent Crime",31.509795,74.338658,Medium,public,verified,,"2025-08-10 20:48:16"
23918,2024-07-01,Shahdara,Burglary,31.578112,74.368229,Medium,public,unverified,,"2025-08-10 20:48:16"
23919,2024-01-13,"Bahria Town Lahore",Robbery,31.398523,74.189414,Medium,public,unverified,,"2025-08-10 20:48:16"
23920,2024-12-18,"Allama Iqbal Town",Robbery,31.509525,74.340099,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23921,2024-09-18,"DHA Phase 2","Vehicle Theft",31.473901,74.386544,Medium,public,unverified,,"2025-08-10 20:48:16"
23922,2024-01-04,"Allama Iqbal Town",Burglary,31.509231,74.341167,Medium,public,unverified,,"2025-08-10 20:48:16"
23923,2024-01-14,"DHA Phase 3",Burglary,31.468162,74.388076,Medium,predicted,verified,,"2025-08-10 20:48:16"
23924,2024-04-18,"Muslim Town",Robbery,31.519681,74.308062,Medium,public,unverified,,"2025-08-10 20:48:16"
23925,2024-10-20,"DHA Phase 3",Robbery,31.468909,74.389906,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23926,2024-12-04,"Iqbal Town",Burglary,31.506476,74.335109,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23927,2024-03-18,"DHA Phase 2",Burglary,31.476777,74.383439,Medium,public,unverified,,"2025-08-10 20:48:16"
23928,2024-01-20,"Garden Town","Street Crime",31.491822,74.290887,Medium,public,unverified,,"2025-08-10 20:48:16"
23929,2024-04-06,"Model Town","Street Crime",31.482199,74.316017,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23930,2024-09-13,Township,Burglary,31.491181,74.268436,Medium,public,unverified,,"2025-08-10 20:48:16"
23931,2024-07-20,"DHA Phase 6","Vehicle Theft",31.454922,74.406244,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23932,2024-07-21,"Liberty Market","Street Crime",31.514024,74.328758,Medium,public,verified,,"2025-08-10 20:48:16"
23933,2024-06-19,"DHA Phase 7","Street Crime",31.450912,74.408690,Medium,predicted,unverified,,"2025-08-10 20:48:16"
23934,2024-03-10,"Ferozepur Road","Street Crime",31.505425,74.310415,Medium,public,unverified,,"2025-08-10 20:48:16"
23935,2024-06-26,"Allama Iqbal Town",Burglary,31.510674,74.341854,Medium,public,unverified,,"2025-08-10 20:48:16"
23936,2024-08-19,"DHA Phase 1",Burglary,31.480808,74.379560,Medium,public,unverified,,"2025-08-10 20:48:16"
23937,2024-04-11,"Bahria Orchard","Street Crime",31.410180,74.200800,Medium,public,verified,,"2025-08-10 20:48:16"
23938,2024-08-01,"Bahria Orchard",Robbery,31.410236,74.199895,Medium,predicted,verified,,"2025-08-10 20:48:16"
